show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s184,TV Show,VINLAND SAGA,,"Shizuka Ishigami, Yuto Uemura, Kenichiro Matsuda, Naoya Uchida, Kensho Ono",,,2019,TV-NR,1 Season,Anime,"Around the end of the millennium, Viking, the mightiest but atrocious tribe, had been outbreaking everywhere.Thorfinn, the son of the greatest warrior, lived his childhood in the battlefield. He was seeking the land of reverie called Vinland.This is the story of a true warrior in an age of turmoil."
s185,Movie,Vinci Da,Srijit Mukherjee,"Rudranil Ghosh, Ritwick Chakraborty, Sohini Sarkar, Anirban Bhattacharya, Riddhi Sen",,,2019,16+,113 min,"International, Suspense","At the time when Vinci Da, an extremely talented make-up artist, struggling in his professional life, faces disasters because of his straight forwardness and arrogance; enters Adi Bose, a serial killer, changing Vinci Da's life forever."
s186,TV Show,Vikings,,"Alex Høgh, Alexander Ludwig, Jasper Pääkkönen",,,2020,TV-14,9 Seasons,"Action, Drama","Season six returns following the battle between brothers which has left Bjorn as the new leader of Kattegat. But Bjorn struggles to fill his late father’s shoes. And Ivar meets his match in Prince Oleg, a ruthless and unpredictable Russian ruler!"
s187,Movie,Vietnam: Secret Negotiations that Ended the War,Daniel Roussel,,,,2015,PG-13,53 min,"Documentary, International, Special Interest","While the war raged on, Henry Kissinger, national security advisor to President Nixon, and Lê Duc Tho, member of Vietnam's Politburo, held secret meetings in France. This award-winning film features exclusive interviews and undisclosed recordings of what happened between two men who were worlds apart. How do historians explain the massive air offensive that followed weeks after peace was signed?"
s188,TV Show,Victorian Farm: Christmas Special,,Stephen Noonan,,,2009,ALL,1 Season,TV Shows,"Filmed in and around the Acton Scott Estate in Shropshire, Ruth, Peter and Alex return to tackle an array of new farming tasks, to explore life in the wider working countryside and to discover how the Victorians created the celebration of Christmas as we know it today."
s189,TV Show,Victorian Farm,,"Ruth Goodman, Alex Langlands, Peter Ginn",,,2009,TV-14,1 Season,Documentary,Historian Ruth Goodman and archaeologists Alex Langlands and Peter Ginn go back in time to relive the day-to-day life of a Victorian farmer.
s190,Movie,Vicky Velingkar,Saurabh Varma,"Sonalee Kulkarni, Spruha Joshi, Sangram Samel, Kettan Singh, Gaurav More, Rama Joshi, Vinita karat, Juhi Pawar",India,,2019,13+,125 min,"International, Suspense","Vicky Velingkar is a struggling comic book artist and a watch seller, who gets entangled in an unexpected murder mystery. As she investigates, she realises that nothing is what it seems and the man who killed her best friend is now on to her. In a race against time, Vicky must find the killer before he hunts her down."
s191,TV Show,Vets in Action,,Kym Marsh,,,2008,13+,1 Season,"Documentary, Special Interest","These vets are dedicated to saving the lives of animals big and small working from for extraordinary practices in the north of England. They are on called 24 hours a day 365 days a year, always ready to care for any animal."
s192,TV Show,Very Superstitious with George Lopez,,"George Lopez, Harris Jacqueline Matherne",,,2018,TV-14,1 Season,"Documentary, Drama, Unscripted","In Very Superstitious with George Lopez, George goes across the country to cities and small towns to show the many ways we're all alike... through our superstitions."
s193,Movie,Venky Mama,KS Ravindra(Bobby),"Venkatesh, Chaitanya, Payal Rajput, Raashi Khanna",,,2019,13+,141 min,"Action, Comedy, Drama","Venkataratnam, son of famous astrologer Ram Narayan, lands in a military cantonment region one week after a major terrorist attack. When interrogated by the military police, he tells them he came in search of his nephew, Karthik, and tells them his story."
s194,Movie,Vellai Pookal,Vivek Elangovan,"Vivek, Charlie, Dev, Pooja Devariya","United States, India",,2019,13+,121 min,"International, Suspense","Vellai Pookal is a thriller based on the story of a retired Indian cop who travels to the USA to meet his son and fatefully finds himself caught in a web of disappearance, death, and deceit. Follow Rudhran through his experiences in the Pacific Northwest and you will smile, laugh heartily, gasp with fear and be chilled with thrills as he unravels the mystery of the kidnappings in his neighborhood."
s195,TV Show,Vella Raja (Tamil),,,,,2018,16+,1 Season,"Drama, International, Suspense",The cat and mouse game begins with Theresa’s posting in Chennai. Her vow to clean up the city from drugs leads her to Deva. Deva’s drive to be the drug lord is paved with murders and politics. People who enter Bava Lodge on that day are caught in the crossfire of deceit and betrayal between Deva and Theresa. Who will survive in the lodge? Will Theresa be able to catch Deva and end the drug war?
s196,TV Show,Vella Raja (Hindi),,,,,2018,16+,1 Season,"Action, International",The cat and mouse game begins with Theresa’s posting in Chennai. Her vow to clean up the city from drugs leads her to Deva. Deva’s drive to be the drug lord is paved with murders and politics. People who enter Bava Lodge on that day are caught in the crossfire of deceit and betrayal between Deva and Theresa. Who will survive in the lodge? Will Theresa be able to catch Deva and end the drug war?
s197,Movie,Vehicle Songs by Little Baby Bum,Cannis Holder,"Grace Tamayo, Erin Webbs",,,2019,ALL,48 min,Kids,"Little Baby Bum is proud to present this compilation focusing on vehicles! This 47-minute video comprises of famous nursery rhymes such as 'Wheels on The Bus', 'Tractor Song', '10 Little Buses', and many more!"
s198,TV Show,Vatican Miracle Examiner,,,,,2017,TV-14,1 Season,"Anime, Drama, International","Two priests charged with traveling the world to validate ""miracles"" find themselves tangled in events filled with deceit. As members of the Assembly of Saints, Robert Nicholas and Kou Hiraga seek the truth behind the supposed works of God."
s199,TV Show,Vanity Fair,,"Olivia Cooke, Claudia Jessie, Tom Bateman, Johnny Flynn, Michael Palin",,,2018,13+,1 Season,Drama,"In a world where everyone is striving for what is not worth having, no one is more determined to climb to the heights of English Society than Miss Rebecca Sharp."
s200,Movie,Valley Uprising,"Pete Mortimer, Nick Rosen",Peter Sarsgaard,,,2014,13+,99 min,"Action, Documentary, Sports","In the shady campgrounds of Yosemite, climbers carved out a counterculture of dumpster-diving and wild parties that clashed with the conservative values of the National Park Service. ""Valley Uprising"" is the riveting, unforgettable tale of this bold rock climbing tradition: half a century of struggle against the laws of gravity and society. Featuring Alex Honnold with narration by Peter Sarsgaard."
s201,Movie,Valentine Road,Marta Cunningham,Dawn Boldrin,,,2013,16+,88 min,Documentary,Valentine Road is a feature documentary examining the emotionally devastating earthquake and powerful aftershock that occurred when 14-year-old Brandon McInerney fatally shot 15-year-old Lawrence King during first period English class in the 8th grade.
s202,Movie,Valentine DayZ,Mark Allen Michaels,"Carrie Keagan, Dallas Valdez, Robert Allen Mukes, Curt Lambert, Joseph Whittemore",,,2018,,79 min,"Comedy, Horror","A whirlwind romance is interrupted by the zombie apocalypse when Sara (Carrie Keagan) is claimed by the virus, and Max (Dallas Valdez) is forced back into a life he thought he left behind."
s203,Movie,V1 Murder Case (Telugu),Pavel Navageethan,"Ram Arun Castro, Vishnupriya Pillai, Gayathri Raja, Lijeesh, Mime Gopi",,,2021,13+,111 min,"Action, Suspense","The film begins with the murder of a girl who was in a live-in relationship. Agni, a forensic expert with nyctophobia, decides to take on this murder investigation. At its core, V1 Murder Case is perhaps a film about confronting the most fearful, darkest parts of our minds. When three people connected to the victim are brought in for questioning, each narrates the same incident differently."
s204,Movie,V (Tamil),Mohana Krishna Indraganti,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",,,2020,16+,140 min,"Action, Drama, Suspense","The showdown between a celebrated cop and a serial killer who challenges the former to nab him results in consequences laced with heavy-duty action, playful romance and dark humour."
s205,Movie,V (Malayalam),Mohana Krishna Indraganti,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",,,2020,16+,140 min,"Action, Drama, Suspense","The showdown between a celebrated cop and a serial killer who challenges the former to nab him, results in consequences laced with heavy-duty action, playful romance and dark humour."
s206,Movie,V (Kannada),Mohana Krishna Indraganti,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari",,,2020,16+,140 min,"Action, Drama, Suspense","The showdown between a celebrated cop and a serial killer who challenges the former to nab him results in consequences laced with heavy-duty action, playful romance and dark humour."
s207,TV Show,Utopia,,"John Cusack, Rainn Wilson, Sasha Lane",United States,,2020,16+,1 Season,"Drama, Suspense","Utopia is a conspiracy thriller that follows a group of young fans who come together when they discover that the conspiracy in an elusive comic, Utopia, is real. The comic foretells the demise of humanity and the world as we know it, thrusting this group of underdogs to embark on a high-stakes twisted adventure to use what they uncover to save themselves, each other and ultimately humanity."
s208,Movie,Useless,Josiah Burdick,"Brooke Wilson, Mark Bracich, Rinnan Henderson",,,2020,,90 min,Drama,"When a girl is given a horse that has been deemed useless, she finds purpose in a world that's lost its shine. With a renewed hope in life since losing her mom, she clings to the one thing she still has: barrel racing."
s209,Movie,USAISAMONSTER,,,,,2007,NR,46 min,Music Videos and Concerts,"A heavy combination of drums, vocals, and bone-crushing no wave."
s210,Movie,Us the Duo: Christmas Live in LA  (4K UHD),Josh Perrault,,,,2018,G,51 min,Music Videos and Concerts,"In the winter of 2017, Us the Duo played their largest sold-out show to date at the ACE Theater in Los Angeles. The result is this full length concert film, where they performed songs in both duo and band formats, from their Amazon Original holiday album Our Favorite Time of Year that features old favorites and new holiday originals to celebrate the holiday season."
s211,Movie,Us the Duo: Christmas Live in LA,Josh Perrault,,,,2018,G,51 min,Music Videos and Concerts,"In the winter of 2017, Us the Duo played their largest sold-out show to date at the ACE Theater in Los Angeles. The result is this full length concert film, where they performed songs in both duo and band formats, from their Amazon Original holiday album Our Favorite Time of Year that features old favorites and new holiday originals to celebrate the holiday season."
s212,TV Show,UQ Holder!,,,,,2017,TV-14,1 Season,"Action, Adventure, Anime","With his powers awakened,Tota's life gets more interesting when he joins a secret society fellow immortals: UQ Holder."
s213,TV Show,Upload,,"Robbie Amell, Andy Allo, Allegra Edwards, Zainab Johnson, Kevin Bigley, Chloe Coleman",United States,,2020,16+,1 Season,Comedy,"From the Emmy-winning Greg Daniels (The Office, Parks & Rec) comes a hilarious new sci-fi comedy. In the future people can upload their consciousness to a luxurious digital afterlife. When party boy Nathan gets uploaded to a virtual resort he meets the down-to-earth Nora who starts as his customer service “angel”, but becomes so much more as she helps him find friendship, love and purpose."
s214,Movie,Up in Arms,Elliot Nugent,"Danny Kaye, Dana Andrews, Dinah Shore",,,1944,13+,106 min,"Arts, Entertainment, and Culture, Comedy","Hypochondriac Danny Weems gets drafted into the army and makes life miserable for his fellow GIs. He's also lovesick when it comes to pretty Mary Morgan, unaware that she's in love with his best friend Joe."
s215,Movie,Unity: The Latin Tribute to Michael Jackson,Tony Succar,"Tony Succar, Titi Nieves, Michael Stuart, Jean Rodriguez, Sheila E",,,2015,,75 min,"Arts, Entertainment, and Culture","The Latin Tribute To Michael Jackson is a testament to the power of music and one man's indomitable spirit. Unity features more than 100 musicians, such Latin superstars as Tito Nieves, Jon Secada and Obie Bermúdez, and the mixing magic of Jackson's legendary engineer Bruce Swedien in the first ever Latin album salute to The King of Pop."
s216,TV Show,Unforgotten,,"Nicola Walker, Sanjeev Bhaskar, James Fleet, Alex Jennings, Kevin McNally, Neil Morrissey, Peter Egan, Jordan Long, Carolina Main, Lewis Reeves",,,2019,TV-MA,3 Seasons,Suspense,"Cassie and Sunny connect the human remains found by a highway to Hayley Reid, a 16-year-old girl who went missing on the eve of the millennium. Cassie is determined to fix the mistakes made in the past, no matter the personal cost."
s217,TV Show,Undone,,"Rosa Salazar, Angelique Cabral, Constance Marie, Siddharth Dhananjay, Daveed Diggs, Bob Odenkirk",United States,,2019,16+,1 Season,"Animation, Drama","UNDONE is a half-hour, genre-bending, animated series that explores the elastic nature of reality through its central character Alma, a twenty-eight-year-old living in San Antonio, Texas. After getting into a car accident and nearly dying, Alma finds she has a new relationship to time. She develops this new ability in order to find out the truth about her father’s death."
s218,Movie,Undocument,"Amin Bakhshian, Kyla Simone Bruce",,,,2020,16+,93 min,Drama,"Undocument bears witness to four journeys of love and loss, immigration and identity across three continents as one cinematic journey."
s219,Movie,Underworld Scandal,William C. Thomas,"Hillary Brooke, Stanley Clements, Philip Reed, Darryl Hickman, Carl ""Alfalfa"" Schweitzer, Roland Dupree, Tommy Bond, John Phillips, Vince Barnett, Joe Allen Jr., Charles Arnt",,,1948,PG,60 min,"Drama, Suspense","Returning for their final film in the Big Town series, crusading newspaper editor Steve Wilson (Reed) and his girl Friday Lorelei Kilbourne (Brooke) come to the aid of wayward teenage boys by paroling them under his care. Steve attempts to set up jobs and a Youth Center for the boys, putting five of them on a basketball team. However, local gangsters soon use the center to hide their ill-gotten gains and try to throw a basketball match with the boys, aided by one of the boys, Tommy. After one of Tommy's fellow miscreants is killed, Tommy amends his ways and helps put the gangsters away for good with Steve and Lorelei's help. Look for former Our Gang members ""Alfalfa"" Switzer and Tommy ""Butch"" Bond as two of the teenage hoodlums."
s220,Movie,Underwater Tunes with Little Baby Bum,Cannis Holder,"Grace Tamayo, Erin Webbs",,,2019,ALL,27 min,Kids,"More wonderful underwater themed nursery rhymes starting with famous nursery rhymes such as 'Wheels On The Bus - Under The Sea' from the world's number one educational channel, Little Baby Bum!"
s221,Movie,Underplayed,Stacey Lee,"TokiMonsta, Alison Wonderland, Nervo, Rezz, Nightwave, Sherelle, Tygapaw",,,2021,13+,90 min,Documentary,"Filmed over the summer festival season, Underplayed presents a portrait of the current status of the gender, ethnic, and sexuality equality issues in dance music. Seen through the lens of the female pioneers, next-generation artists and industry leaders who are championing the change, and inspiring a more diverse pool of role models for future generations."
s222,Movie,Underdogs,Doug Dearth,"D. B. Sweeney, Logan Huffman, Charlie Carver, Natalie Imbruglia",,,2013,PG,104 min,Sports,The story of a small-town high school football team destined to play their crosstown rival while standing up for an entire community.
s223,Movie,Under Western Stars,Joseph Kane,"Roy Rogers, Smiley Burnette, Carol Hughes, Maple City Four, Guy Usher, Tom Chatterton, Kenneth Harlan, Alden 'Stephen' Chase, Brandon Beach, Earl Dwire, Jean Fowler, Dora Clement, Dick Elliott, Burr Caruth, Slim Whitaker, Jack Rockwell, Frankie Marvin, Roy Bucko, Fred Burns, Bob Card, Tommy Coats, Tex Cooper, Art Dillard, Curley Dresden, Herman Hack, Henry Hall, Earle Hodgins, Jack Ingram, Art Janes, Jane Keckley, Jack Kirk, Merrill McCormick, Fritz Meissner, George Montgomery, Milburn Morante, George Morrell, Jack O'Shea, Pat Petterson, Al Rice, Duke Taylor, Trigger, Bill Wolfe",,,1938,13+,60 min,Western,Roy is talked into running for Congress against crooked interests in order to bring water to his district. He must convince a fellow congressman how important the water is to his constituents. This is Roy's first starring film.
s224,TV Show,Under the Power,,"Allen Ren, Seven Tan, Han Dong",,,2019,TV-14,1 Season,"Drama, Romance","Yuan Jinxia, a talented female constable of Department Six, gets to know Lu Yi, a member of Embroidered Uniform Guard, and start to work with him to find the lost government funds. As time goes by, the two fall in love with each other, however the past of their families builds up a wide gap between them. Finally they are able to overcome the difficulties and be together."
s225,Movie,Under the Boardwalk: The Monopoly Story,Kevin Tostado,Zachary Levi,United States,,2011,G,88 min,"Documentary, Special Interest","""Under the Boardwalk"" looks into how the classic board game of Monopoly has become a worldwide cultural phenomenon, people who collect anything and everything Monopoly, and follows the colorful players who come together to compete for the coveted title of Monopoly World Champion."
s226,Movie,Under Nevada Skies,Frank McDonald,"Roy Rogers, George ""Gabby"" Hayes, Dale Evans, Douglas Dumbrille, Leyland Hodgson, Tristram Coffin, Rudolph Anders, Iron Eyes Cody, Bob Noland and the Sons of the Pioneers",,,1946,13+,69 min,Western,"Rodeo star Roy Rogers returns home to find that his old friend Tom Craig has been murdered after he was accused of stealing a family crest from Helen Williams (Evans). Helen joins up with Roy and Gabby Whittaker (Hayes) to find the killers and the crest. Arthur Courtney and his gang are behind the murder. Roy and Gabby find the crest hidden at the Craig ranch, but are quickly captured by the outlaws. Helen gathers together the Sons of the Pioneers, and Roy's local Indian friends to come to Roy and Gabby's rescue. An exciting film filled with action."
s227,TV Show,Undeniable,,"Claire Goose, Peter Firth, Felix Scott, Pippa Haywood",,,2014,16+,1 Season,"Drama, Suspense","25 years after witnessing her mother's murder, Jane notices a doctor who looks like her mother's killer. No on believes her - except one cop."
s228,Movie,Uncle Tom,Justin Malone,"Candace Owens, Larry Elder, Chad Jackson, Brandon Tatum, Rev. Jesse Lee Peterson",,,2020,18+,107 min,Documentary,The film explores the personal journeys of America's most misunderstood political and cultural groups: The American Black Conservative.Uncle Tom examines self-empowerment and rejecting the victim narrative and shows us a different perspective of American History.
s229,Movie,Uncle Joe Shannon,Joseph C. Hanwright,"Doug McKeon, Burt Young",,,1978,13+,108 min,Drama,"A trumpet player, self-destructive after the death of his wife and child in a fire, befriends a crippled youngster and together they battle obstacles through each other's encouragement."
s230,TV Show,Uncle,,"Nick Helm, Elliot Speller-Gillott, Daisy Haggard, Con O'Neill, Esther Smith, Daniel Lawrence Taylor, Sydney Rae White",,,2014,TV-14,2 Seasons,Comedy,"The series picks up a year later, and Andy is no longer gigging or writing songs, having resigned himself to work at Carpet Brothers. He's boozing and drugging heavily. Because of the restraining order, he meets Errol in secret and the only contact they have is eating junk and playing video games in his depressing flat."
s231,TV Show,Uncharted Waters with Peter Miller,,Peter Miller,,,2020,TV-PG,2 Seasons,"Special Interest, Sports","3 Time World Sailfish Champion, Peter Miller, travels the globe in search of the most highly sought after game fish. Along the way Peter takes a dive into the local flair that makes each location so colorful, taking viewers on a journey filled with culinary gems, candid conversations, new cultures and some of the best watering holes."
s232,Movie,Uncaged,Dick Maas,"Sophie van Winden, Abbey Hoes, Mark Frost, Julian Looman",,,2020,18+,108 min,Horror,"After finding a gruesomely slaughtered family just outside Amsterdam, the police calls veterinarian Lizzy for help. She finds herself leading the city-wide hunt for a monstrous lion terrorizing the Dutch capital in this grisly adventure."
s233,TV Show,UnCabaret,,"Beth Lapides, Mitch Kaplan",,,2012,TV-MA,1 Season,"Arts, Entertainment, and Culture, Comedy","UnCabaret pushes comedy to the edge! The Hollywood Reporter calls the legendary show that launched the alternative comedy movement ""A radical comedic conspiracy...outrageously funny!"" Each show features established stand-up performers, special musical guests and some of the brightest new talent from shows like SNL, Chelsea Lately and Curb Your Enthusiasm. Episodes are taped at the weekly live showin a swanky little club in Downtown Los Angeles. At UnCabaret the acts keep it real, telling the awesome truth."
s234,Movie,Ultimate Fight,Ernie Reyes Jr.,"Corin Nemec, Ernie Reyes Jr., Daniella Evangelista",,,2004,R,91 min,"Action, Drama","When martial arts champion Pinoy travels to America, his fighting skills are put to the test when he is forced into sudden street combat against fierce members of the Crazy Dragons gang. Pinoy saves the life of Jesse. Their friendship is put to the test when the two must protect what they cherish the most and summon all their martial arts strength for an action packed ultimate fight to the death."
s235,Movie,Ujda Chaman (4K UHD),Abhishek Pathak,"Sunny Singh, Maanvi Gagroo, Karishma Sharma, Saurabh Shukla, Gagan Arora, Aishwarya Sakhuja",,,2019,NR,115 min,"Comedy, International","Ujda Chaman is about a 30 -year-old bachelor Chaman Kohli, a Hindi lecturer with Premature Balding & in quest of a beautiful wife. After facing several rejections as a prospective groom because of his baldness, Chaman hits rock bottom when an astrologer gives him a deadline to find himself a wife or remain a celibate forever."
s236,Movie,UFOTV Presents: The Mystery of the Sphinx - New Scientific Evidence - Expanded Directors Cut,Bill Cote,JohnAnthonyWest.Dr.RobertM.Schoch,,,2016,ALL,93 min,Special Interest,"The creators of The Mysterious Origins of Man present a revolutionary film that examines one of our greatest mysteries: The Great Sphinx of Egypt. Hosted by Charlton Heston, this program presents geological evidence that the world's most famous monument, The Great Sphinx of Egypt, may be thousands of years older than we have been taught."
s237,Movie,UFOTV Presents The Occult Extraterrestrial War - America's Secret Space Fleet,Jim Nichols,Jim Nichols,,,2017,ALL,38 min,"Documentary, Science Fiction",Since 2015 Navy Engineer William Tompkins has become a Military Industrial Complex Whistle-blower about his involvement in the design of America's first Space Fleet while working in secret and isolation. Earth has been an extraterrestrial battleground for thousands of years according to Topkins. Get all of the details in this fact-filled movie from EBE Award Winning Director - Jim Nichols.
s238,Movie,UFOTV Presents The Day Before Disclosure,Terje Toftenes,"Dr Edgar Mitchell, Dr. Steven Greer, MD, Richard Dolan, Robert Hastings, Stephen Bassett, Nick Pope, Jim Mars, Robert Dean, Peter Robins, Wendelle Stevens, Linda Moulton Howe, Stanton Friedman, Bud Hopkins, Dr. David Jacobs, Bruce Maccabee, Dr. Michael Salla, And Many More",,,2017,13+,104 min,Special Interest,"This groundbreaking Award Winning Movie presents amazing knowledge of what is actually going on with UFO secrecy today and shows the impact of an up and coming government UFO / ET Disclosure and how this will affect our future. When the children of tomorrow open their textbooks on Human History, what will they read? Includes interviews with the best known UFO Disclosure authorities in the world."
s239,Movie,UFOTV Presence: I Know What I Saw,James Fox,Peter Coyote,,,2015,13+,92 min,Special Interest,"The most credible UFO witnesses from around the world tell stories that challenge reality in ""I Know What I Saw,"" a documentary guaranteed to change the way we see the universe. Award Winning Film Director James Fox brings together the testimony of Air Force Generals, Astronauts, Military and Commercial Pilots, Government and FAA Officials from seven countries; their accounts reveal the truth."
s240,Movie,UFOs - The Secret History,David Cherniack,"Michael D. Swords PhD., Jerome Clark, David Jacobs Ph.D., Thomas E. Bullard Ph.D., Budd Hopkins, Travis Walton, Maj. Robert Friend (USAF Rtd.), Bruce Maccabee Ph.D., J. Gordon Melton Ph.D., David Rudiak",United States,,2016,ALL,102 min,Special Interest,"Considered one of the best documentaries ever produced on this subject, this ground breaking feature-length documentary traces the history of the most powerful story of our time, the UFO phenomenon. Loaded with amazing information, expert analyses, and interviews with leading UFOlogists. Also available Part 2 Addendum and Part 3 Addendum with over 3-Hours of additional commentary."
s241,TV Show,UFO Hunters,,William J. Birnes,,,2009,TV-PG,2 Seasons,"Documentary, Special Interest",A team of experts travels to the sites of reported UFO encounters to conduct in-depth investigations regarding the incidents.
s242,TV Show,UFO Files,,"Burton Richardson, Stanton Friedman",,,2004,TV-PG,1 Season,"Horror, Suspense","UFO Files delves into the phenomena of unidentified flying and submerged objects, close encounters with alleged extraterrestrial life, and alleged military and government cover-up conspiracies."
s243,TV Show,Uchimura Summers,,"Teruyoshi UCHIMURA, Masakazu MIMURA, Kazuki OTAKE",,,2018,TV-NR,1 Season,"Arts, Entertainment, and Culture","Teruyoshi Uchimura and Summers feature their guest as MCs to present a haphazard and improvised “clamorous, happy-go-lucky variety show.”"
s244,Movie,Two Weeks To Live,Malcolm St. Clair,"Lum And Abner, Chester Lauck, Norris Goff",,,1943,PG,157 min,"Action, Comedy","Abner believes he only has two weeks to live and takes on dangerous jobs, including piloting a rocket ship to Mars. Coupled with this is a bomb in a violin case, the foiling of a Nazi spy plot, and a haunted house. Breakneck pace with sight gags galore."
s245,Movie,Twinkle Twinkle Little Star & More Classic Nursery Rhymes by Little Baby Bum,Cannis Holder,,,,2019,ALL,43 min,Kids,"Little Baby Bum is happy to present a new set of classic nursery rhymes with its brand new animation! Join Mia, Chase, and Louis as they sing along to some of your kids most well-loved kids songs such as 'Wheels On The Bus', 'Twinkle Twinkle Little Star', and many more!"
s246,Movie,Twenty Bucks,Keva Rosenfeld,"Linda Hunt, Brendan Fraser, Elisabeth Shue, Steve Buscemi, Christopher Lloyd, William H. Macy, Jeremy Piven, David Schwimmer",,,1993,R,91 min,"Arthouse, Comedy, Drama","This multi-character comedy follows the path of a single twenty dollar bill in a city neighborhood,focusing on various holders and their intertwining stories, including two convenience store robbers, an estranged father and daughter and a young newlywed couple. Featuring performances by Elisabeth Shue, Christopher Lloyd, Linda Hunt and Spalding Gray."
s247,Movie,TV in Black: The First Fifty Years,Dante J. Pugliese,"Will Smith, Muhammad Ali, Desi Arnaz, Bernie Mac, Bill Cosby, John Amos, Jonelle Allen",,,2004,13+,91 min,"Arts, Entertainment, and Culture, Documentary, Special Interest","The black image on television changed American culture. This two-hour program includes rare footage, memorabilia, photographs and exclusive interviews from the actors, writers, and producers whose personal journeys shaped television history."
s248,TV Show,TuTu Town,,,,,2014,TV-Y,1 Season,"Animation, International, Kids",Join Andy and his friends as they experience life in TuTu Town! Fun and exciting adventures await the viewer as the characters explore themes of friendship and civic mindedness.
s249,TV Show,Turquoise Fever,,Otteson Family,,,2019,TV-G,1 Season,"Action, Drama","Turquoise Fever follows the Otteson family of Tonopah, Nevada, as they mine for turquoise in the unforgiving Great Basin Desert. They risk blistering heat, dangerous explosions, and treacherous slopes in their quest to unearth the elusive blue stone."
s250,Movie,Turning Tables,AUSTIN NWAOLIE,"BEN LUGO TOUITOU, UCHE NWAEFUNA, CHIOMA OKAFOR, CHAMBERLYNE OKORO, CHIME, CHINENYE ANIEMENA, IKE ONYEMA, VINCENT OKONKWO",,,2020,16+,118 min,"Drama, Romance",A successful divorce attorney finds himself in a forbidden affair with one of his clients Diane who is going through a bad divorce and this throws his world upside down which leads to a series of unfortunate events
s251,Movie,Turn of the Cheek,Janaya N Black,"Krystal Lanae Hill, Aqeel Ash-Shakoor, Dominic Ovando, Neisha Neshae",,,2020,,139 min,Drama,The concept of forgiveness becomes unimaginable for one family as they face being torn between facing their son's murderer and being compelled to help an innocent child whose life is caught in the balance.
s252,TV Show,Tumble Leaf,,"Christopher Downs, Brooke Wolloff, Zac McDowell, Skyler Brigmann, Addie Zintel, Alex Trugman, John Taylor, Jodi Downs, Alan Franzenburg, Emily Downs",United States,,2019,ALL,6 Seasons,Kids,"Tumble Leaf is a series aimed at preschoolers, set in a whimsical land where a small blue fox named Fig plays each day and discovers adventure, friendship and love around every bend in the path. Children will be enriched by narratives that promote play, the fun of learning and understanding the world around them."
s253,Movie,Tuff Turf,"Bill Bixby, Charles Braverman, Jackie Cooper","James Spader, Robert Downey Jr., Kim Richards, Paul Mones",,,1985,R,112 min,"Action, Comedy, Drama","Morgan Hiller (James Spader), recently transplanted from an East Coast prep school where he was a known troublemaker, hopes to make a fresh start at his new school in Los Angeles."
s254,TV Show,Tudor Monastery Farm,,"Peter Ginn, Ruth Goodman, Tom Pinfold, Geraldine James",,,2013,7+,1 Season,Documentary,"Archaeologist Peter Ginn and historian Ruth Goodman, who is also a leading specialist in Tudor domestic life, return to front this six-part series, joined this time by archaeologist Tom Pinfold. The team turns the clock back to the year 1500 to take on the role of the lay-folk who did the bulk of the farming and crafting within monastic lands."
s255,Movie,Try Not To Laugh - Black Comics,Laugh Factory,"Clayton Thomas, Chloe Hilliard",,,2018,13+,15 min,"Arts, Entertainment, and Culture, Comedy","This ""Try Not To Laugh"" special features jokes from Clayton Thomas, Chloe Hilliard, Jay Washington, Rebecca O'Neal, Robert Hines, Jackie Fabulous, Dave Helem, Just Nesh, and Ron Funches."
s256,TV Show,Truth Seekers,,"Nick Frost, Malcolm McDowell, Samson Kayo, Susan Wokoma, Emma D'Arcy, Simon Pegg","United Kingdom, United States",,2020,16+,1 Season,Comedy,"Broadband installer by day, paranormal investigator by night, Gus is annoyed to be partnered with “noob” Elton, but comes to appreciate having someone along for the ride as they uncover a spike in supernatural activity. They’re soon joined by Astrid, who has ghost problems of her own, and the gang embark upon creating a ghost-hunting YouTube channel, uncovering a terrifying conspiracy as they go."
s257,Movie,Trust,Angus Benfield,"Chelsea Bennett, Suzan Marie Ghaleb, Danny Elacci",,,2018,ALL,93 min,Drama,"Inspired by the book of Job, Trust tells the story of Daniel Rainwater, an everyday guy whose life is falling apart. As his marriage to Sarah begins to crumble when he loses his job and thinking that life couldn't get any worse, it does. Bitter towards God and going nowhere fast, Daniel must learn to trust God again before he loses it all for good."
s258,Movie,Truly Texas Mexican,Adán Medrano,Adán Medrano,,,2021,13+,87 min,"Documentary, Special Interest","Over time and during conquest, ""comida casera,"" home cooking of Texas Mexican families sustained indigenous identity and memory. Cooking deer, cactus and tortillas, women led the cultural resistance against colonization. This road movie weaves through Texas cities, names the racism that erased Native American history. It celebrates a new type of encounter, one with a table where All are welcome."
s259,Movie,True Colors,Herbert Ross,"Richard Widmark, Dina Merrill, Philip Bosco, Paul Guilfoyle, Steve Morley",United States,,1991,R,110 min,Drama,"While Tim dreamed of working in the Justice Department, Peter aspired to be a high-powered political player - at any cost."
